"죄종별","항목","단위","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"위계·위력·촉탁·승낙살인","발생건수 대비 검거건수[%]","%","-","","","","","-","-","-","-","-","-","-",
"위계·위력·촉탁·승낙살인","검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"위계·위력·촉탁·승낙살인","남자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"위계·위력·촉탁·승낙살인","여자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"위계·위력·촉탁·승낙살인","불상검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"위계·위력·촉탁·승낙살인","법인체[개]","개","","","","","","-","-","-","-","-","-","-",
"특가법(보복살인등)","발생건수[건]","건","","","","","","-","-","-","-","-","-","-",
"특가법(보복살인등)","검거건수[건]","건","","","","","","-","-","-","-","-","-","-",
"특가법(보복살인등)","발생건수 대비 검거건수[%]","%","","","","","","-","-","-","-","-","-","-",
"특가법(보복살인등)","검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"특가법(보복살인등)","남자검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"특가법(보복살인등)","여자검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"특가법(보복살인등)","불상검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"특가법(보복살인등)","법인체[개]","개","","","","","","-","-","-","-","-","-","-",
"아동학대처벌법(아동학대살해)","발생건수[건]","건","","","","","","","","","","","-","-",
"아동학대처벌법(아동학대살해)","검거건수[건]","건","","","","","","","","","","","-","-",
"아동학대처벌법(아동학대살해)","발생건수 대비 검거건수[%]","%","","","","","","","","","","","-","-",
"아동학대처벌법(아동학대살해)","검거인원[명]","명","","","","","","","","","","","-","-",
"아동학대처벌법(아동학대살해)","남자검거인원[명]","명","","","","","","","","","","","-","-",
"아동학대처벌법(아동학대살해)","여자검거인원[명]","명","","","","","","","","","","","-","-",
"아동학대처벌법(아동학대살해)","불상검거인원[명]","명","","","","","","","","","","","-","-",
"아동학대처벌법(아동학대살해)","법인체[개]","개","","","","","","","","","","","-","-",
"살인미수등","발생건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"살인미수등","검거건수[건]","건","-","-","","","1","-","-","-","-","-","-","-",
"살인미수등","발생건수 대비 검거건수[%]","%","-","","","","100","-","-","-","-","-","-","-",
"살인미수등","검거인원[명]","명","-","-","","","1","-","-","-","-","-","-","-",
"살인미수등","남자검거인원[명]","명","-","-","","","1","-","-","-","-","-","-","-",
"살인미수등","여자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"살인미수등","불상검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"살인미수등","법인체[개]","개","","","","","","-","-","-","-","-","-","-",
"살인","발생건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"살인","검거건수[건]","건","-","-","","","1","-","-","-","-","-","-","-",
"살인","발생건수 대비 검거건수[%]","%","-","","","","100","-","-","-","-","-","-","-",
"살인","검거인원[명]","명","-","-","","","1","-","-","-","-","-","-","-",
"살인","남자검거인원[명]","명","-","-","","","1","-","-","-","-","-","-","-",
"살인","여자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"살인","불상검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"살인","법인체[개]","개","","","","","","-","-","-","-","-","-","-",
"영아살해","발생건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"영아살해","검거건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"영아살해","발생건수 대비 검거건수[%]","%","-","","","","","-","-","-","-","-","-","-",
"영아살해","검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"영아살해","남자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"영아살해","여자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"영아살해","불상검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"영아살해","법인체[개]","개","","","","","","-","-","-","-","-","-","-",
"존속살해","발생건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"존속살해","검거건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"존속살해","발생건수 대비 검거건수[%]","%","-","","","","","-","-","-","-","-","-","-",
"존속살해","검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"존속살해","남자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"존속살해","여자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"존속살해","불상검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"존속살해","법인체[개]","개","","","","","","-","-","-","-","-","-","-",
"촉탁·승낙살인","발생건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"촉탁·승낙살인","검거건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"촉탁·승낙살인","발생건수 대비 검거건수[%]","%","-","","","","","-","-","-","-","-","-","-",
"촉탁·승낙살인","검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"촉탁·승낙살인","남자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"촉탁·승낙살인","여자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"촉탁·승낙살인","불상검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"촉탁·승낙살인","법인체[개]","개","","","","","","-","-","-","-","-","-","-",
"자살교사·방조","발생건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"자살교사·방조","검거건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"자살교사·방조","발생건수 대비 검거건수[%]","%","-","","","","","-","-","-","-","-","-","-",
"자살교사·방조","검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"자살교사·방조","남자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"자살교사·방조","여자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"자살교사·방조","불상검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"자살교사·방조","법인체[개]","개","","","","","","-","-","-","-","-","-","-",
"위계·위력·촉탁·승낙살인","발생건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"위계·위력·촉탁·승낙살인","검거건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"위계·위력·촉탁·승낙살인","발생건수 대비 검거건수[%]","%","-","","","","","-","-","-","-","-","-","-",
"위계·위력·촉탁·승낙살인","검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"위계·위력·촉탁·승낙살인","남자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"위계·위력·촉탁·승낙살인","여자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"위계·위력·촉탁·승낙살인","불상검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"위계·위력·촉탁·승낙살인","법인체[개]","개","","","","","","-","-","-","-","-","-","-",
"강도","발생건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"강도","검거건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"강도","발생건수 대비 검거건수[%]","%","-","","","","","-","-","-","-","-","-","-",
"강도","검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"강도","남자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"강도","여자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"강도","불상검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"강도","법인체[개]","개","","","","","","-","-","-","-","-","-","-",
"강도","발생건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"강도","검거건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"강도","발생건수 대비 검거건수[%]","%","-","","","","","-","-","-","-","-","-","-",
"강도","검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"강도","남자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"강도","여자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"강도","불상검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"강도","법인체[개]","개","","","","","","-","-","-","-","-","-","-",
"준강도","발생건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"준강도","검거건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"준강도","발생건수 대비 검거건수[%]","%","-","","","","","-","-","-","-","-","-","-",
"준강도","검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"준강도","남자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"준강도","여자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"준강도","불상검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"준강도","법인체[개]","개","","","","","","-","-","-","-","-","-","-",
"특수강도","발생건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"특수강도","검거건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"특수강도","발생건수 대비 검거건수[%]","%","-","","","","","-","-","-","-","-","-","-",
"특수강도","검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"특수강도","남자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"특수강도","여자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"특수강도","불상검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"특수강도","법인체[개]","개","","","","","","-","-","-","-","-","-","-",
"준특수강도","발생건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"준특수강도","검거건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"준특수강도","발생건수 대비 검거건수[%]","%","-","","","","","-","-","-","-","-","-","-",
"준특수강도","검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"준특수강도","남자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"준특수강도","여자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"준특수강도","불상검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"준특수강도","법인체[개]","개","","","","","","-","-","-","-","-","-","-",
"강도상해·치상","발생건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"강도상해·치상","검거건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"강도상해·치상","발생건수 대비 검거건수[%]","%","-","","","","","-","-","-","-","-","-","-",
"강도상해·치상","검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"강도상해·치상","남자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"강도상해·치상","여자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"강도상해·치상","불상검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"강도상해·치상","법인체[개]","개","","","","","","-","-","-","-","-","-","-",
"강도살인·치사","발생건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"강도살인·치사","검거건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"강도살인·치사","발생건수 대비 검거건수[%]","%","-","","","","","-","-","-","-","-","-","-",
"강도살인·치사","검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"강도살인·치사","남자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"강도살인·치사","여자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"강도살인·치사","불상검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"강도살인·치사","법인체[개]","개","","","","","","-","-","-","-","-","-","-",
"해상강도(살인·치사·상해·치상)","발생건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"해상강도(살인·치사·상해·치상)","검거건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"해상강도(살인·치사·상해·치상)","발생건수 대비 검거건수[%]","%","-","","","","","-","-","-","-","-","-","-",
"해상강도(살인·치사·상해·치상)","검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"해상강도(살인·치사·상해·치상)","남자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"해상강도(살인·치사·상해·치상)","여자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"해상강도(살인·치사·상해·치상)","불상검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"해상강도(살인·치사·상해·치상)","법인체[개]","개","","","","","","-","-","-","-","-","-","-",
"인질강도","발생건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"인질강도","검거건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"인질강도","발생건수 대비 검거건수[%]","%","-","","","","","-","-","-","-","-","-","-",
"인질강도","검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"인질강도","남자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"인질강도","여자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"인질강도","불상검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"인질강도","법인체[개]","개","","","","","","-","-","-","-","-","-","-",
"강도강간","발생건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"강도강간","검거건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"강도강간","발생건수 대비 검거건수[%]","%","-","","","","","-","-","-","-","-","-","-",
"강도강간","검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"강도강간","남자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"강도강간","여자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"강도강간","불상검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"강도강간","법인체[개]","개","","","","","","-","-","-","-","-","-","-",
"(특수·인질·해상)강도(상습)","발생건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"(특수·인질·해상)강도(상습)","검거건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"(특수·인질·해상)강도(상습)","발생건수 대비 검거건수[%]","%","-","","","","","-","-","-","-","-","-","-",
"(특수·인질·해상)강도(상습)","검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"(특수·인질·해상)강도(상습)","남자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"(특수·인질·해상)강도(상습)","여자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"(특수·인질·해상)강도(상습)","불상검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"(특수·인질·해상)강도(상습)","법인체[개]","개","","","","","","-","-","-","-","-","-","-",
"특가법(강도)","발생건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"특가법(강도)","검거건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"특가법(강도)","발생건수 대비 검거건수[%]","%","-","","","","","-","-","-","-","-","-","-",
"특가법(강도)","검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"특가법(강도)","남자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"특가법(강도)","여자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"특가법(강도)","불상검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"특가법(강도)","법인체[개]","개","","","","","","-","-","-","-","-","-","-",
"특가법(강도상해재범)","발생건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"특가법(강도상해재범)","검거건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"특가법(강도상해재범)","발생건수 대비 검거건수[%]","%","-","","","","","-","-","-","-","-","-","-",
"특가법(강도상해재범)","검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"특가법(강도상해재범)","남자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"특가법(강도상해재범)","여자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"특가법(강도상해재범)","불상검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"특가법(강도상해재범)","법인체[개]","개","","","","","","-","-","-","-","-","-","-",
"강간·강제추행","발생건수[건]","건","-","-","","","","","","","","","","",
"강간·강제추행","검거건수[건]","건","-","-","","","","","","","","","","",
"강간·강제추행","발생건수 대비 검거건수[%]","%","-","","","","","","","","","","","",
"강간·강제추행","검거인원[명]","명","-","-","","","","","","","","","","",
"강간·강제추행","남자검거인원[명]","명","-","-","","","","","","","","","","",
"강간·강제추행","여자검거인원[명]","명","-","-","","","","","","","","","","",
"강간·강제추행","불상검거인원[명]","명","-","-","","","","","","","","","","",
"강간","발생건수[건]","건","-","-","","","","","","","","","","",
"강간","검거건수[건]","건","-","-","","","","","","","","","","",
"강간","발생건수 대비 검거건수[%]","%","-","","","","","","","","","","","",
"강간","검거인원[명]","명","-","-","","","","","","","","","","",
"강간","남자검거인원[명]","명","-","-","","","","","","","","","","",
"강간","여자검거인원[명]","명","-","-","","","","","","","","","","",
"강간","불상검거인원[명]","명","-","-","","","","","","","","","","",
"강제추행(준)","발생건수[건]","건","-","-","","","","","","","","","","",
"강제추행(준)","검거건수[건]","건","-","-","","","","","","","","","","",
"강제추행(준)","발생건수 대비 검거건수[%]","%","-","","","","","","","","","","","",
"강제추행(준)","검거인원[명]","명","-","-","","","","","","","","","","",
"강제추행(준)","남자검거인원[명]","명","-","-","","","","","","","","","","",
"강제추행(준)","여자검거인원[명]","명","-","-","","","","","","","","","","",
"강제추행(준)","불상검거인원[명]","명","-","-","","","","","","","","","","",
"준강간","발생건수[건]","건","-","-","","","","","","","","","","",
"준강간","검거건수[건]","건","-","-","","","","","","","","","","",
"준강간","발생건수 대비 검거건수[%]","%","-","","","","","","","","","","","",
"준강간","검거인원[명]","명","-","-","","","","","","","","","","",
"준강간","남자검거인원[명]","명","-","-","","","","","","","","","","",
"준강간","여자검거인원[명]","명","-","-","","","","","","","","","","",
"준강간","불상검거인원[명]","명","-","-","","","","","","","","","","",
"강간등상해·치상","발생건수[건]","건","","-","","","","","","","","","","",
"강간등상해·치상","검거건수[건]","건","","-","","","","","","","","","","",
"강간등상해·치상","검거인원[명]","명","","-","","","","","","","","","","",
"강간등상해·치상","남자검거인원[명]","명","","-","","","","","","","","","","",
"강간등상해·치상","여자검거인원[명]","명","","-","","","","","","","","","","",
"강간등상해·치상","불상검거인원[명]","명","","-","","","","","","","","","","",
"강간등살인·치사","발생건수[건]","건","","-","","","","","","","","","","",
"강간등살인·치사","검거건수[건]","건","","-","","","","","","","","","","",
"강간등살인·치사","검거인원[명]","명","","-","","","","","","","","","","",
"강간등살인·치사","남자검거인원[명]","명","","-","","","","","","","","","","",
"강간등살인·치사","여자검거인원[명]","명","","-","","","","","","","","","","",
"강간등살인·치사","불상검거인원[명]","명","","-","","","","","","","","","","",
"강간등상해","발생건수[건]","건","-","","","","","","","","","","","",
"강간등상해","검거건수[건]","건","-","","","","","","","","","","","",
"강간등상해","발생건수 대비 검거건수[%]","%","-","","","","","","","","","","","",
"강간등상해","검거인원[명]","명","-","","","","","","","","","","","",
"강간등상해","남자검거인원[명]","명","-","","","","","","","","","","","",
"강간등상해","여자검거인원[명]","명","-","","","","","","","","","","","",
"강간등상해","불상검거인원[명]","명","-","","","","","","","","","","","",
"강간치상(준)","발생건수[건]","건","-","","","","","","","","","","","",
"강간치상(준)","검거건수[건]","건","-","","","","","","","","","","","",
"강간치상(준)","발생건수 대비 검거건수[%]","%","-","","","","","","","","","","","",
"강간치상(준)","검거인원[명]","명","-","","","","","","","","","","","",
"강간치상(준)","남자검거인원[명]","명","-","","","","","","","","","","","",
"강간치상(준)","여자검거인원[명]","명","-","","","","","","","","","","","",
"강간치상(준)","불상검거인원[명]","명","-","","","","","","","","","","","",
"강간치사(준)","발생건수[건]","건","-","","","","","","","","","","","",
"강간치사(준)","검거건수[건]","건","-","","","","","","","","","","","",
"강간치사(준)","발생건수 대비 검거건수[%]","%","-","","","","","","","","","","","",
"강간치사(준)","검거인원[명]","명","-","","","","","","","","","","","",
"강간치사(준)","남자검거인원[명]","명","-","","","","","","","","","","","",
"강간치사(준)","여자검거인원[명]","명","-","","","","","","","","","","","",
"강간치사(준)","불상검거인원[명]","명","-","","","","","","","","","","","",
"강제추행치상(준)","발생건수[건]","건","-","","","","","","","","","","","",
"강제추행치상(준)","검거건수[건]","건","-","","","","","","","","","","","",
"강제추행치상(준)","발생건수 대비 검거건수[%]","%","-","","","","","","","","","","","",
"강제추행치상(준)","검거인원[명]","명","-","","","","","","","","","","","",
"강제추행치상(준)","남자검거인원[명]","명","-","","","","","","","","","","","",
"강제추행치상(준)","여자검거인원[명]","명","-","","","","","","","","","","","",
"강제추행치상(준)","불상검거인원[명]","명","-","","","","","","","","","","","",
"강간등살인","발생건수[건]","건","-","","","","","","","","","","","",
"강간등살인","검거건수[건]","건","-","","","","","","","","","","","",
"강간등살인","발생건수 대비 검거건수[%]","%","-","","","","","","","","","","","",
"강간등살인","검거인원[명]","명","-","","","","","","","","","","","",
"강간등살인","남자검거인원[명]","명","-","","","","","","","","","","","",
"강간등살인","여자검거인원[명]","명","-","","","","","","","","","","","",
"강간등살인","불상검거인원[명]","명","-","","","","","","","","","","","",
"강제추행치사(준)","발생건수[건]","건","-","","","","","","","","","","","",
"강제추행치사(준)","검거건수[건]","건","-","","","","","","","","","","","",
"강제추행치사(준)","발생건수 대비 검거건수[%]","%","-","","","","","","","","","","","",
"강제추행치사(준)","검거인원[명]","명","-","","","","","","","","","","","",
"강제추행치사(준)","남자검거인원[명]","명","-","","","","","","","","","","","",
"강제추행치사(준)","여자검거인원[명]","명","-","","","","","","","","","","","",
"강제추행치사(준)","불상검거인원[명]","명","-","","","","","","","","","","","",
"미성년자등간음·추행(심신미약자)","발생건수[건]","건","-","-","","","","","","","","","","",
"미성년자등간음·추행(심신미약자)","검거건수[건]","건","-","-","","","","","","","","","","",
"미성년자등간음·추행(심신미약자)","발생건수 대비 검거건수[%]","%","-","","","","","","","","","","","",
"미성년자등간음·추행(심신미약자)","검거인원[명]","명","-","-","","","","","","","","","","",
"미성년자등간음·추행(심신미약자)","남자검거인원[명]","명","-","-","","","","","","","","","","",
"미성년자등간음·추행(심신미약자)","여자검거인원[명]","명","-","-","","","","","","","","","","",
"미성년자등간음·추행(심신미약자)","불상검거인원[명]","명","-","-","","","","","","","","","","",
"피보호자(피감호자)간음","발생건수[건]","건","-","-","","","","","","","","","","",
"피보호자(피감호자)간음","검거건수[건]","건","-","-","","","","","","","","","","",
"피보호자(피감호자)간음","발생건수 대비 검거건수[%]","%","-","","","","","","","","","","","",
"피보호자(피감호자)간음","검거인원[명]","명","-","-","","","","","","","","","","",
"피보호자(피감호자)간음","남자검거인원[명]","명","-","-","","","","","","","","","","",
